id,x,y,d,st,et,mt
1,61,37,0,0,0,0
2,93,57,23,0,0,0
3,15,67,17,0,0,0
4,23,43,12,0,0,0
5,53,5,6,0,0,0
6,13,75,22,0,0,0
7,29,73,3,0,0,0
8,47,37,24,0,0,0
9,23,71,24,0,0,0
10,67,45,11,0,0,0
11,21,49,7,0,0,0
12,93,43,12,0,0,0
13,67,13,8,0,0,0
14,69,25,14,0,0,0
15,53,35,20,0,0,0
16,25,39,16,0,0,0
17,85,69,16,0,0,0
18,81,27,4,0,0,0
19,77,79,9,0,0,0
20,45,43,18,0,0,0
21,31,75,14,0,0,0
22,49,99,10,0,0,0
23,63,9,19,0,0,0
24,47,37,22,0,0,0
25,33,47,19,0,0,0
26,39,69,9,0,0,0
27,49,3,18,0,0,0
28,49,87,2,0,0,0
29,87,39,18,0,0,0
30,37,91,11,0,0,0
31,19,33,19,0,0,0
32,97,35,18,0,0,0
33,31,5,15,0,0,0
34,35,25,4,0,0,0
35,79,61,12,0,0,0
36,73,73,8,0,0,0
37,35,95,18,0,0,0
38,5,43,12,0,0,0
39,19,45,72,0,0,0
40,71,39,2,0,0,0
41,35,63,5,0,0,0
42,27,73,14,0,0,0
43,31,21,11,0,0,0
44,47,9,19,0,0,0
45,87,45,16,0,0,0
46,1,49,19,0,0,0
47,1,77,3,0,0,0
48,63,73,12,0,0,0
49,79,71,10,0,0,0
50,21,55,20,0,0,0
51,65,23,7,0,0,0
52,65,47,13,0,0,0
53,97,23,16,0,0,0
54,23,71,23,0,0,0
55,5,81,22,0,0,0
56,53,27,18,0,0,0
57,57,85,6,0,0,0
58,89,23,12,0,0,0
59,51,65,27,0,0,0
60,13,49,9,0,0,0
61,91,41,15,0,0,0
