id,x,y,d,st,et,mt
1,35,31,0,0,0,0
2,77,13,26,0,0,0
3,95,51,11,0,0,0
4,91,15,22,0,0,0
5,65,93,18,0,0,0
6,51,17,10,0,0,0
7,41,57,9,0,0,0
8,39,39,12,0,0,0
9,70,102,10,0,0,0
10,74,94,12,0,0,0
11,81,97,19,0,0,0
12,77,95,5,0,0,0
13,84,14,18,0,0,0
14,48,60,7,0,0,0
15,98,54,14,0,0,0
16,92,18,14,0,0,0
17,42,42,20,0,0,0
18,52,18,7,0,0,0
19,44,42,4,0,0,0
20,48,44,11,0,0,0
21,80,22,3,0,0,0
22,42,58,22,0,0,0
23,73,105,15,0,0,0
24,81,101,69,0,0,0
25,102,58,26,0,0,0
26,82,18,20,0,0,0
27,96,58,12,0,0,0
28,98,18,22,0,0,0
29,84,16,9,0,0,0
30,44,44,23,0,0,0
31,73,103,7,0,0,0
32,96,16,17,0,0,0
33,46,48,3,0,0,0
34,92,16,18,0,0,0
35,44,64,18,0,0,0
36,98,22,9,0,0,0
37,96,52,4,0,0,0
38,46,64,20,0,0,0
39,77,103,24,0,0,0
40,104,54,3,0,0,0
41,58,20,4,0,0,0
42,46,64,4,0,0,0
43,73,103,23,0,0,0
44,94,16,17,0,0,0
