id,x,y,d,st,et,mt
1,78,95,0,0,0,0
2,93,43,12,0,0,0
3,57,4,3,0,0,0
4,2,80,2,0,0,0
5,10,17,13,0,0,0
6,31,8,17,0,0,0
7,10,87,12,0,0,0
8,97,50,1,0,0,0
9,16,93,26,0,0,0
10,98,48,13,0,0,0
11,103,47,15,0,0,0
12,38,9,20,0,0,0
13,100,51,20,0,0,0
14,60,11,3,0,0,0
15,15,19,3,0,0,0
16,39,15,12,0,0,0
17,102,47,25,0,0,0
18,103,59,2,0,0,0
19,10,82,15,0,0,0
20,39,9,24,0,0,0
21,97,52,2,0,0,0
22,18,97,7,0,0,0
23,32,13,15,0,0,0
24,96,45,2,0,0,0
25,11,21,13,0,0,0
26,15,96,9,0,0,0
27,10,81,12,0,0,0
28,13,24,26,0,0,0
29,0,8,17,0,0,0
30,103,59,26,0,0,0
31,33,11,9,0,0,0
32,13,94,14,0,0,0
33,63,5,9,0,0,0
34,3,87,25,0,0,0
35,14,25,13,0,0,0
