id,x,y,d,st,et,mt
1,87,39,0,0,0,0
2,63,45,10,0,0,0
3,5,71,3,0,0,0
4,71,13,7,0,0,0
5,59,63,18,0,0,0
6,45,95,2,0,0,0
7,29,13,2,0,0,0
8,51,79,23,0,0,0
9,7,67,8,0,0,0
10,25,85,9,0,0,0
11,1,7,22,0,0,0
12,72,14,12,0,0,0
13,28,86,20,0,0,0
14,52,86,21,0,0,0
15,46,100,9,0,0,0
16,66,46,6,0,0,0
17,28,90,11,0,0,0
18,16,70,18,0,0,0
19,2,14,23,0,0,0
20,79,21,10,0,0,0
21,14,72,11,0,0,0
22,32,88,3,0,0,0
23,6,72,10,0,0,0
24,73,15,23,0,0,0
25,2,12,8,0,0,0
26,73,21,16,0,0,0
27,12,76,26,0,0,0
28,66,72,19,0,0,0
29,2,16,9,0,0,0
30,38,16,18,0,0,0
31,30,88,5,0,0,0
32,68,54,23,0,0,0
33,32,14,1,0,0,0
34,64,46,2,0,0,0
35,26,88,21,0,0,0
36,62,68,19,0,0,0
37,34,16,5,0,0,0
38,8,68,14,0,0,0
39,77,15,10,0,0,0
40,73,15,2,0,0,0
41,75,15,16,0,0,0
42,8,68,17,0,0,0
43,36,20,5,0,0,0
44,56,82,16,0,0,0
45,26,88,6,0,0,0
46,28,86,11,0,0,0
47,52,84,14,0,0,0
48,60,70,17,0,0,0
49,26,86,8,0,0,0
50,8,72,48,0,0,0
51,76,16,12,0,0,0
52,6,76,9,0,0,0
53,14,72,6,0,0,0
54,78,14,10,0,0,0
55,34,92,19,0,0,0
56,74,14,22,0,0,0
57,64,46,5,0,0,0
58,10,74,12,0,0,0
59,6,8,5,0,0,0
60,28,88,9,0,0,0
61,60,64,8,0,0,0
62,6,78,21,0,0,0
63,46,102,9,0,0,0
64,77,23,3,0,0,0
65,68,66,8,0,0,0
66,58,80,9,0,0,0
67,58,84,16,0,0,0
68,36,14,17,0,0,0
