id,x,y,d,st,et,mt
1,11,83,0,0,0,0
2,37,61,2,0,0,0
3,77,81,1,0,0,0
4,35,21,3,0,0,0
5,1,93,9,0,0,0
6,21,39,13,0,0,0
7,63,7,21,0,0,0
8,97,95,6,0,0,0
9,3,7,22,0,0,0
10,5,3,10,0,0,0
11,36,22,23,0,0,0
12,64,10,2,0,0,0
13,6,8,15,0,0,0
14,24,40,10,0,0,0
15,86,82,23,0,0,0
16,68,14,8,0,0,0
17,28,46,5,0,0,0
18,10,8,14,0,0,0
19,8,14,6,0,0,0
20,10,10,15,0,0,0
21,104,104,18,0,0,0
22,38,24,15,0,0,0
23,80,82,10,0,0,0
24,22,46,17,0,0,0
25,26,40,1,0,0,0
26,4,10,1,0,0,0
27,10,12,18,0,0,0
28,26,44,7,0,0,0
29,4,10,12,0,0,0
30,4,98,9,0,0,0
31,78,82,26,0,0,0
32,64,8,60,0,0,0
33,98,98,12,0,0,0
34,24,40,17,0,0,0
35,10,8,9,0,0,0
36,8,96,7,0,0,0
37,8,8,13,0,0,0
38,84,90,24,0,0,0
39,8,8,10,0,0,0
40,86,86,17,0,0,0
41,6,94,24,0,0,0
42,10,10,25,0,0,0
43,80,82,1,0,0,0
44,102,96,20,0,0,0
45,36,26,14,0,0,0
46,44,28,6,0,0,0
47,22,46,9,0,0,0
48,100,100,11,0,0,0
49,28,42,2,0,0,0
50,30,40,11,0,0,0
51,78,84,17,0,0,0
52,10,4,3,0,0,0
53,78,84,1,0,0,0
54,6,8,8,0,0,0
55,10,94,12,0,0,0
56,40,66,9,0,0,0
57,10,16,13,0,0,0
