id,x,y,d,st,et,mt
1,53,55,0,0,0,0
2,1,90,9,0,0,0
3,94,85,10,0,0,0
4,13,19,14,0,0,0
5,97,45,5,0,0,0
6,78,69,8,0,0,0
7,92,35,10,0,0,0
8,98,36,15,0,0,0
9,99,0,16,0,0,0
10,2,94,23,0,0,0
11,85,77,4,0,0,0
12,94,42,22,0,0,0
13,101,3,16,0,0,0
14,103,51,12,0,0,0
15,106,38,20,0,0,0
16,9,95,18,0,0,0
17,88,71,9,0,0,0
18,83,77,17,0,0,0
19,100,55,42,0,0,0
20,17,23,9,0,0,0
21,3,91,17,0,0,0
22,6,91,7,0,0,0
23,9,102,4,0,0,0
24,9,95,7,0,0,0
25,8,104,13,0,0,0
26,9,99,6,0,0,0
27,98,39,22,0,0,0
28,101,8,6,0,0,0
29,99,38,13,0,0,0
30,103,54,21,0,0,0
31,3,103,16,0,0,0
32,101,7,20,0,0,0
33,103,8,11,0,0,0
34,20,25,18,0,0,0
35,97,93,24,0,0,0
36,0,51,26,0,0,0
37,81,70,9,0,0,0
38,103,7,21,0,0,0
39,95,87,3,0,0,0
40,102,54,22,0,0,0
41,83,72,7,0,0,0
42,101,10,10,0,0,0
43,105,48,17,0,0,0
44,96,40,8,0,0,0
45,5,91,10,0,0,0
46,9,96,12,0,0,0
47,10,100,10,0,0,0
48,9,96,24,0,0,0
49,22,21,5,0,0,0
50,2,95,10,0,0,0
51,9,95,6,0,0,0
