id,x,y,d,st,et,mt
1,73,39,0,0,0,0
2,67,91,23,0,0,0
3,39,21,3,0,0,0
4,3,9,24,0,0,0
5,97,15,15,0,0,0
6,91,65,15,0,0,0
7,55,75,24,0,0,0
8,55,71,7,0,0,0
9,57,85,25,0,0,0
10,21,15,13,0,0,0
11,47,57,5,0,0,0
12,51,97,7,0,0,0
13,11,11,5,0,0,0
14,43,59,14,0,0,0
15,63,69,13,0,0,0
16,55,77,5,0,0,0
17,35,11,24,0,0,0
18,27,91,15,0,0,0
19,49,25,9,0,0,0
20,29,93,16,0,0,0
21,71,27,13,0,0,0
22,31,43,16,0,0,0
23,27,9,13,0,0,0
24,67,99,24,0,0,0
25,87,81,20,0,0,0
26,23,81,23,0,0,0
27,89,33,20,0,0,0
28,71,91,3,0,0,0
29,19,77,15,0,0,0
30,65,77,12,0,0,0
31,87,79,19,0,0,0
32,19,83,4,0,0,0
33,1,59,15,0,0,0
34,55,7,1,0,0,0
