id,x,y,d,st,et,mt
1,19,1,0,0,0,0
2,83,61,18,0,0,0
3,59,95,16,0,0,0
4,73,25,23,0,0,0
5,51,53,20,0,0,0
6,23,49,18,0,0,0
7,63,19,19,0,0,0
8,51,81,2,0,0,0
9,1,89,4,0,0,0
10,97,41,10,0,0,0
11,74,30,2,0,0,0
12,60,88,26,0,0,0
13,58,54,21,0,0,0
14,63,95,10,0,0,0
15,65,89,8,0,0,0
16,6,94,20,0,0,0
17,61,97,21,0,0,0
18,75,31,4,0,0,0
19,106,48,5,0,0,0
20,69,93,15,0,0,0
21,56,84,18,0,0,0
22,26,54,2,0,0,0
23,66,24,21,0,0,0
24,60,98,20,0,0,0
25,92,66,23,0,0,0
26,8,92,13,0,0,0
27,64,102,22,0,0,0
28,104,48,17,0,0,0
29,104,42,11,0,0,0
30,30,52,7,0,0,0
31,52,54,13,0,0,0
32,77,33,13,0,0,0
33,68,20,16,0,0,0
34,56,62,14,0,0,0
35,65,91,25,0,0,0
36,54,60,18,0,0,0
37,26,52,2,0,0,0
38,52,90,19,0,0,0
39,56,56,6,0,0,0
40,66,102,19,0,0,0
41,72,24,9,0,0,0
42,28,56,24,0,0,0
43,58,82,2,0,0,0
44,84,66,13,0,0,0
45,63,93,17,0,0,0
46,88,64,20,0,0,0
47,74,28,24,0,0,0
48,26,50,8,0,0,0
49,58,58,15,0,0,0
50,52,56,7,0,0,0
51,76,26,7,0,0,0
52,8,92,4,0,0,0
53,90,68,22,0,0,0
54,32,50,11,0,0,0
55,84,66,10,0,0,0
56,78,34,25,0,0,0
57,64,24,24,0,0,0
