id,x,y,d,st,et,mt
1,42,68,0,0,0,0
2,77,97,5,0,0,0
3,28,64,23,0,0,0
4,77,39,14,0,0,0
5,32,33,13,0,0,0
6,32,8,8,0,0,0
7,42,92,18,0,0,0
8,8,3,19,0,0,0
9,7,14,10,0,0,0
10,82,17,18,0,0,0
11,48,13,20,0,0,0
12,53,82,5,0,0,0
13,39,27,9,0,0,0
14,7,24,23,0,0,0
15,67,98,9,0,0,0
16,54,52,18,0,0,0
17,72,43,10,0,0,0
18,73,3,24,0,0,0
19,59,77,13,0,0,0
20,58,97,14,0,0,0
21,23,43,8,0,0,0
22,68,98,10,0,0,0
23,47,62,19,0,0,0
24,52,72,14,0,0,0
25,32,88,13,0,0,0
26,39,7,14,0,0,0
27,17,8,2,0,0,0
28,38,7,23,0,0,0
29,58,74,15,0,0,0
30,82,67,8,0,0,0
31,42,7,20,0,0,0
32,68,82,24,0,0,0
33,7,48,3,0,0,0
