id,x,y,d,st,et,mt
1,74,34,0,0,0,0
2,9,22,25,0,0,0
3,13,28,19,0,0,0
4,47,63,8,0,0,0
5,74,43,10,0,0,0
6,71,10,1,0,0,0
7,11,61,14,0,0,0
8,23,33,11,0,0,0
9,14,29,20,0,0,0
10,31,34,23,0,0,0
11,22,29,3,0,0,0
12,50,66,4,0,0,0
13,16,30,6,0,0,0
14,48,70,23,0,0,0
15,16,0,7,0,0,0
16,18,33,15,0,0,0
17,20,34,13,0,0,0
18,26,36,3,0,0,0
19,49,0,11,0,0,0
20,19,0,24,0,0,0
21,80,17,8,0,0,0
22,75,13,14,0,0,0
23,18,68,8,0,0,0
24,10,27,9,0,0,0
25,12,66,24,0,0,0
26,80,50,10,0,0,0
27,29,43,19,0,0,0
28,79,48,10,0,0,0
29,14,0,5,0,0,0
30,76,51,7,0,0,0
31,54,68,23,0,0,0
32,17,30,11,0,0,0
33,78,50,12,0,0,0
34,72,19,4,0,0,0
35,23,37,11,0,0,0
36,78,45,16,0,0,0
37,14,34,22,0,0,0
38,0,15,24,0,0,0
39,16,31,12,0,0,0
40,24,37,5,0,0,0
41,84,47,11,0,0,0
42,80,44,7,0,0,0
43,24,41,9,0,0,0
