id,x,y,d,st,et,mt
1,64,75,0,0,0,0
2,16,97,18,0,0,0
3,2,79,10,0,0,0
4,28,79,16,0,0,0
5,16,3,12,0,0,0
6,39,20,21,0,0,0
7,35,65,23,0,0,0
8,43,21,15,0,0,0
9,44,0,25,0,0,0
10,37,67,3,0,0,0
11,17,100,6,0,0,0
12,34,80,7,0,0,0
13,45,7,4,0,0,0
14,11,83,20,0,0,0
15,35,88,25,0,0,0
16,21,98,20,0,0,0
17,41,72,12,0,0,0
18,51,0,3,0,0,0
19,17,9,12,0,0,0
20,36,66,14,0,0,0
21,20,105,26,0,0,0
22,35,85,9,0,0,0
23,37,75,22,0,0,0
24,17,11,20,0,0,0
25,46,6,9,0,0,0
26,40,23,13,0,0,0
27,43,73,21,0,0,0
28,40,21,10,0,0,0
29,29,85,8,0,0,0
30,45,6,5,0,0,0
31,0,24,14,0,0,0
32,42,66,7,0,0,0
33,30,81,21,0,0,0
34,17,9,20,0,0,0
35,46,4,1,0,0,0
36,0,85,21,0,0,0
37,51,2,17,0,0,0
38,5,80,2,0,0,0
