id,x,y,d,st,et,mt
1,37,35,0,0,0,0
2,61,78,6,0,0,0
3,18,33,11,0,0,0
4,10,7,14,0,0,0
5,48,26,7,0,0,0
6,96,58,12,0,0,0
7,16,97,16,0,0,0
8,102,67,6,0,0,0
9,97,67,18,0,0,0
10,20,17,7,0,0,0
11,110,77,20,0,0,0
12,26,101,7,0,0,0
13,102,74,23,0,0,0
14,98,64,16,0,0,0
15,71,82,10,0,0,0
16,101,60,9,0,0,0
17,104,69,18,0,0,0
18,70,85,8,0,0,0
19,17,9,15,0,0,0
20,56,34,9,0,0,0
21,105,69,23,0,0,0
22,20,8,7,0,0,0
23,103,63,15,0,0,0
24,105,76,14,0,0,0
25,25,35,21,0,0,0
26,28,43,25,0,0,0
27,58,36,14,0,0,0
28,56,32,11,0,0,0
29,65,87,19,0,0,0
30,70,80,12,0,0,0
31,100,65,8,0,0,0
32,102,61,25,0,0,0
33,99,73,17,0,0,0
34,24,103,22,0,0,0
35,26,107,11,0,0,0
36,21,39,16,0,0,0
37,99,71,16,0,0,0
38,20,16,8,0,0,0
39,56,30,23,0,0,0
40,51,31,15,0,0,0
41,106,70,13,0,0,0
