id,x,y,d,st,et,mt
1,46,12,0,0,0,0
2,51,4,14,0,0,0
3,52,30,17,0,0,0
4,80,70,17,0,0,0
5,18,90,16,0,0,0
6,59,39,19,0,0,0
7,23,59,17,0,0,0
8,77,48,5,0,0,0
9,82,30,12,0,0,0
10,18,82,4,0,0,0
11,11,41,2,0,0,0
12,7,9,2,0,0,0
13,88,33,26,0,0,0
14,23,88,2,0,0,0
15,0,76,7,0,0,0
16,85,34,18,0,0,0
17,17,46,6,0,0,0
18,52,10,6,0,0,0
19,13,45,18,0,0,0
20,19,85,2,0,0,0
21,86,77,14,0,0,0
22,54,6,5,0,0,0
23,83,32,9,0,0,0
24,15,10,4,0,0,0
25,53,5,3,0,0,0
26,14,42,15,0,0,0
27,13,10,4,0,0,0
28,57,32,23,0,0,0
29,20,85,7,0,0,0
30,65,46,21,0,0,0
31,61,42,4,0,0,0
32,87,52,1,0,0,0
33,79,51,6,0,0,0
34,25,91,16,0,0,0
35,89,34,4,0,0,0
36,26,100,20,0,0,0
37,0,88,5,0,0,0
38,63,43,14,0,0,0
39,55,10,14,0,0,0
40,23,86,26,0,0,0
41,8,18,5,0,0,0
42,0,74,2,0,0,0
43,20,44,14,0,0,0
44,56,7,11,0,0,0
45,14,10,21,0,0,0
46,88,40,20,0,0,0
47,96,38,18,0,0,0
48,59,31,2,0,0,0
49,22,87,19,0,0,0
50,59,36,12,0,0,0
51,24,83,22,0,0,0
52,83,37,14,0,0,0
53,53,5,23,0,0,0
54,0,37,25,0,0,0
55,84,78,8,0,0,0
56,27,93,3,0,0,0
57,61,12,9,0,0,0
58,69,43,21,0,0,0
59,54,9,3,0,0,0
60,20,98,22,0,0,0
61,18,50,6,0,0,0
62,25,84,2,0,0,0
63,31,69,22,0,0,0
64,58,36,20,0,0,0
65,0,11,5,0,0,0
66,61,36,13,0,0,0
67,18,49,6,0,0,0
68,57,8,14,0,0,0
69,0,49,16,0,0,0
70,56,8,12,0,0,0
71,62,45,23,0,0,0
72,83,32,5,0,0,0
73,53,10,12,0,0,0
74,82,53,15,0,0,0
75,21,85,21,0,0,0
76,64,41,4,0,0,0
77,80,50,23,0,0,0
78,16,10,19,0,0,0
