id,x,y,d,st,et,mt
1,37,21,0,0,0,0
2,77,57,14,0,0,0
3,97,79,16,0,0,0
4,39,33,18,0,0,0
5,45,47,20,0,0,0
6,85,23,1,0,0,0
7,7,1,12,0,0,0
8,16,6,13,0,0,0
9,21,13,18,0,0,0
10,21,7,9,0,0,0
11,12,6,15,0,0,0
12,92,24,8,0,0,0
13,92,32,10,0,0,0
14,10,8,7,0,0,0
15,19,15,18,0,0,0
16,86,24,14,0,0,0
17,106,84,1,0,0,0
18,48,48,15,0,0,0
19,8,2,7,0,0,0
20,14,2,25,0,0,0
21,14,2,2,0,0,0
22,98,82,3,0,0,0
23,106,80,4,0,0,0
24,98,86,16,0,0,0
25,98,82,15,0,0,0
26,80,62,23,0,0,0
27,82,62,11,0,0,0
28,52,52,21,0,0,0
29,42,42,10,0,0,0
30,25,11,12,0,0,0
31,104,86,9,0,0,0
32,44,38,7,0,0,0
33,78,64,8,0,0,0
34,98,80,4,0,0,0
35,16,4,23,0,0,0
36,46,48,8,0,0,0
37,44,42,6,0,0,0
38,100,82,2,0,0,0
39,52,54,15,0,0,0
