id,x,y,d,st,et,mt
1,15,19,0,0,0,0
2,1,49,1,0,0,0
3,87,25,14,0,0,0
4,69,65,15,0,0,0
5,93,91,11,0,0,0
6,33,31,18,0,0,0
7,71,61,2,0,0,0
8,29,9,22,0,0,0
9,93,7,7,0,0,0
10,55,47,18,0,0,0
11,23,13,23,0,0,0
12,19,47,12,0,0,0
13,57,63,21,0,0,0
14,5,95,2,0,0,0
15,65,43,14,0,0,0
16,69,1,9,0,0,0
17,3,25,10,0,0,0
18,19,91,4,0,0,0
19,21,81,19,0,0,0
20,67,91,2,0,0,0
21,41,23,20,0,0,0
22,19,75,15,0,0,0
23,15,79,11,0,0,0
24,79,47,6,0,0,0
25,19,65,13,0,0,0
26,27,49,19,0,0,0
27,29,17,13,0,0,0
28,25,65,8,0,0,0
29,59,51,15,0,0,0
30,27,95,18,0,0,0
31,21,91,11,0,0,0
32,61,83,21,0,0,0
33,15,83,12,0,0,0
34,31,87,2,0,0,0
35,71,41,23,0,0,0
36,91,21,11,0,0,0
